지점,일시,기온(°C),풍향(36방위),풍속(m/s),해면기압(hPa),현지기압(hPa),12시간강수량(mm),상대습도(%),이슬점온도(°C),시정(m)
3,2018-03-24 21:00,2.5,0,0,1014.5,1014.1,,81,-.5,3000
3,2018-03-25 00:00,.1,0,0,1015,1014.6,,92,-1,3000
3,2018-03-25 03:00,-1.5,0,0,1014.9,1014.5,,94,-2.3,3000
3,2018-03-25 06:00,-1.2,0,0,1014.7,1014.3,,95,-1.9,3000
3,2018-03-25 09:00,6.2,0,0,1014.9,1014.5,,79,2.8,3000
3,2018-03-25 12:00,5.1,14,6,1013.2,1012.8,,84,2.7,3000
3,2018-03-25 15:00,9,14,4,1010.2,1009.8,,68,3.4,3000
3,2018-03-25 18:00,8,14,4,1008.9,1008.5,,68,2.5,3000
3,2018-03-25 21:00,4.5,0,0,1011.2,1010.8,,80,1.4,3000
3,2018-03-26 00:00,3.6,0,0,1013.4,1013,,83,1,3000
3,2018-03-26 03:00,3.1,0,0,1014.2,1013.8,,86,1,3000
3,2018-03-26 06:00,4.9,14,3,1015.4,1015,,89,3.2,3000
3,2018-03-26 09:00,8.2,0,0,1017.4,1017,,76,4.3,3000
3,2018-03-26 12:00,7.4,14,2,1017.9,1017.5,,77,3.6,3000
3,2018-03-26 15:00,8,14,2,1015.4,1015,,70,2.9,3000
3,2018-03-26 18:00,6.8,14,3,1014.2,1013.8,,73,2.4,3000
3,2018-03-26 21:00,2.7,0,0,1014.8,1014.4,,79,-.6,3000
3,2018-03-27 00:00,-.2,0,0,1014.4,1014,,96,-.8,3000
3,2018-03-27 03:00,-1.4,0,0,1012.8,1012.4,,96,-1.9,3000
3,2018-03-27 06:00,-2.5,0,0,1012.3,1011.9,,98,-2.8,3000
3,2018-03-27 09:00,4.3,14,3,1012.6,1012.2,,87,2.3,3000
3,2018-03-27 12:00,3.3,14,6,1011.4,1011,,95,2.6,3000
3,2018-03-27 15:00,1.9,14,7,1008.5,1008.1,,98,1.6,3000
3,2018-03-27 18:00,1.2,14,5,1006.8,1006.4,,94,.4,3000
3,2018-03-27 21:00,1,0,0,1006.7,1006.3,,94,.2,3000
3,2018-03-28 00:00,.9,0,0,1005.4,1005,,94,.1,3000
3,2018-03-28 03:00,-.2,0,0,1004.6,1004.2,,94,-1.1,3000
3,2018-03-28 06:00,-.8,0,0,1003.8,1003.4,,94,-1.7,3000
3,2018-03-28 09:00,4.3,14,3,1004.2,1003.8,,92,3.1,2000
3,2018-03-28 12:00,20.5,32,3,1004,1003.6,,32,3.2,2000
3,2018-03-28 15:00,21.7,32,6,1004.8,1004.4,,20,-2.2,3000
3,2018-03-28 18:00,17.1,32,5,1007.9,1007.5,,18,-7.1,3000
3,2018-03-28 21:00,13,32,1,1012.2,1011.8,,34,-2.5,3000
3,2018-03-29 00:00,10.3,32,1,1015.3,1014.9,,44,-1.4,3000
3,2018-03-29 03:00,9.1,36,2,1016.8,1016.4,,45,-2.2,3000
3,2018-03-29 06:00,4.1,0,0,1018.1,1017.7,,51,-5,3000
3,2018-03-29 09:00,10.5,32,4,1020.4,1020,,39,-3,3000
3,2018-03-29 12:00,13.6,32,4,1019.9,1019.5,,32,-2.7,3000
3,2018-03-29 15:00,15,32,8,1019.2,1018.8,,27,-3.6,3000
3,2018-03-29 18:00,12.6,32,6,1020.8,1020.4,,22,-8.6,3000
3,2018-03-29 21:00,7.7,36,2,1023.8,1023.4,,40,-5,3000
3,2018-03-30 00:00,4.7,27,2,1025.9,1025.5,,41,-7.4,3000
3,2018-03-30 03:00,-.4,0,0,1027.5,1027.1,,72,-4.9,3000
3,2018-03-30 06:00,-1.6,0,0,1027.8,1027.4,,78,-4.9,3000
3,2018-03-30 09:00,6.2,14,3,1028.3,1027.9,,62,-.6,3000
3,2018-03-30 12:00,8.4,14,4,1026.3,1025.9,,55,0,3000
3,2018-03-30 15:00,9.3,14,6,1023.6,1023.2,,50,-.7,3000
3,2018-03-30 18:00,6.8,14,2,1023.2,1022.8,,54,-1.8,3000
3,2018-03-30 21:00,3.1,32,1,1023,1022.6,,64,-3,3000
3,2018-03-31 00:00,1.8,0,0,1022.8,1022.4,,74,-2.3,3000
3,2018-03-31 03:00,2.3,27,1,1020.7,1020.3,,84,-.2,3000
3,2018-03-31 06:00,2.8,5,1,1019.3,1018.9,,86,.7,3000
3,2018-03-31 09:00,4.1,27,2,1019.2,1018.8,0,92,2.9,2000
3,2018-03-31 12:00,5.2,14,3,1018.2,1017.8,,94,4.3,2000
3,2018-03-31 15:00,4.5,14,6,1015.4,1015.1,,92,3.3,2000
3,2018-03-31 18:00,3.2,14,3,1015.1,1014.7,,93,2.2,2000
3,2018-03-31 21:00,3.5,0,0,1015.3,1015,,93,2.5,2000
3,2018-04-01 00:00,3.3,0,0,1015.8,1015.4,,92,2.2,2000
3,2018-04-01 03:00,3.3,0,0,1015.1,1014.7,,93,2.3,2000
3,2018-04-01 06:00,2.7,0,0,1014.4,1014,,93,1.7,2000
3,2018-04-01 09:00,4.3,14,1,1015.8,1015.4,,95,3.6,1800
3,2018-04-01 12:00,4.8,14,5,1015.7,1015.3,,95,4.1,3000
3,2018-04-01 15:00,4.1,14,6,1015.2,1014.8,,95,3.4,3000
3,2018-04-01 18:00,3.1,14,4,1015.5,1015.1,,98,2.8,40
3,2018-04-01 21:00,2.5,14,3,1016.6,1016.2,,98,2.2,40
3,2018-04-02 00:00,2.1,14,2,1016.5,1016.1,,98,1.8,40
3,2018-04-02 03:00,2.1,14,2,1015.6,1015.2,,98,1.8,40
3,2018-04-02 06:00,1.9,0,0,1014.4,1014,,98,1.6,40
3,2018-04-02 09:00,2.8,0,0,1014.1,1013.7,,98,2.5,80
3,2018-04-02 12:00,3.4,14,3,1013.1,1012.7,,95,2.7,1800
3,2018-04-02 15:00,3.1,14,3,1010.6,1010.2,,97,2.6,1800
3,2018-04-02 18:00,3.3,14,2,1010.7,1010.3,,95,2.6,1100
3,2018-04-02 21:00,3.3,9,2,1011.7,1011.3,,95,2.6,1100
3,2018-04-03 00:00,3.4,14,3,1011.9,1011.5,,96,2.8,1100
3,2018-04-03 03:00,13.4,32,4,1011.9,1011.5,,54,4.3,2000
3,2018-04-03 06:00,11.1,32,5,1013.9,1013.5,,46,0,2000
3,2018-04-03 09:00,8.9,32,4,1017.6,1017.2,0,34,-6,2800
3,2018-04-03 12:00,9.3,32,4,1018.1,1017.7,,27,-8.6,3000
3,2018-04-03 15:00,10.1,32,4,1017.7,1017.3,,25,-9,3000
3,2018-04-03 18:00,8.9,32,4,1018.2,1017.8,,22,-11.7,3000
3,2018-04-03 21:00,7.8,32,5,1020.9,1020.5,,19,-14.4,3000
3,2018-04-04 00:00,6.4,32,5,1022.1,1021.7,,17,-16.8,3000
3,2018-04-04 03:00,5.4,32,2,1022.7,1022.3,,17,-17.4,3000
3,2018-04-04 06:00,4.5,32,1,1022.3,1021.9,,16,-19.5,3000
3,2018-04-04 09:00,6.5,32,2,1023,1022.6,,19,-15.7,3000
3,2018-04-04 12:00,8,32,6,1020.5,1020.1,,14,-17.9,3000
3,2018-04-04 15:00,10.1,5,6,1019.5,1019.1,,12,-17.9,3000
3,2018-04-04 18:00,8,32,5,1020.6,1020.2,,9,-22.6,3000
3,2018-04-04 21:00,5.5,32,5,1023.6,1023.2,,10,-24,3000
3,2018-04-05 00:00,3.7,32,4,1025.7,1025.3,,10,-25.7,3000
3,2018-04-05 03:00,2.4,32,2,1026.7,1026.3,,10,-26,3000
3,2018-04-05 06:00,.3,0,0,1026.7,1026.3,,24,-18.1,3000
3,2018-04-05 09:00,3.9,0,0,1025.7,1025.3,,24,-15,3000
3,2018-04-05 12:00,4.3,18,3,1024.2,1023.8,,21,-16.3,3000
3,2018-04-05 15:00,2.5,18,5,1021.1,1020.7,,53,-6.1,3000
3,2018-04-05 18:00,.8,18,3,1018.6,1018.2,0,83,-1.8,800
3,2018-04-05 21:00,.4,14,2,1017.4,1017,0,94,-.5,800
3,2018-04-06 00:00,1.2,14,1,1015.4,1015,.1,94,.4,800
3,2018-04-06 03:00,.6,0,0,1013.3,1012.9,.2,98,.3,800
3,2018-04-06 06:00,.5,0,0,1012.4,1012,0,96,-.1,800
3,2018-04-06 09:00,1.8,36,3,1011.1,1010.7,.3,91,.5,800
3,2018-04-06 12:00,3.9,36,3,1008.8,1008.4,0,83,1.3,1500
3,2018-04-06 15:00,3.4,14,3,1008,1007.6,0,90,1.9,1500
3,2018-04-06 18:00,3.1,14,3,1007.8,1007.4,,91,1.8,2000
3,2018-04-06 21:00,1.2,27,1,1008.8,1008.4,0,95,.5,2000
3,2018-04-07 00:00,2.5,14,2,1008.1,1007.7,,94,1.7,2000
3,2018-04-07 03:00,2.2,32,2,1007.6,1007.2,0,73,-2.1,1800
3,2018-04-07 06:00,2.2,32,3,1007.1,1006.7,,64,-3.8,3000
3,2018-04-07 09:00,3.3,32,4,1007.1,1006.7,0,41,-8.8,2000
3,2018-04-07 12:00,5.7,32,8,1006.2,1005.8,,28,-11.4,2500
3,2018-04-07 15:00,7,32,6,1005.3,1004.9,,19,-15.1,2800
3,2018-04-07 18:00,7,27,6,1005,1004.6,,19,-15.1,3000
3,2018-04-07 21:00,5,32,5,1005.6,1005.2,,29,-11.6,3000
3,2018-04-08 00:00,4.1,27,5,1007.2,1006.8,,29,-12.4,3000
3,2018-04-08 03:00,3.2,32,5,1007.5,1007.1,,24,-15.3,3000
3,2018-04-08 06:00,2.5,32,3,1007.9,1007.5,,25,-15.6,3000
3,2018-04-08 09:00,6.2,32,6,1008.1,1007.7,,20,-14.9,3000
3,2018-04-08 12:00,9.9,32,6,1006.9,1006.5,,17,-13.9,3000
3,2018-04-08 15:00,8.5,23,6,1006,1005.6,,24,-10.7,3000
3,2018-04-08 18:00,6.6,27,1,1006.6,1006.2,,43,-5.1,3000
3,2018-04-08 21:00,3.1,0,0,1007.8,1007.4,,62,-3.4,3000
3,2018-04-09 00:00,.6,0,0,1008.7,1008.3,,73,-3.7,3000
3,2018-04-09 03:00,.2,32,1,1008.4,1008,,78,-3.1,3000
3,2018-04-09 06:00,.3,0,0,1010.3,1009.9,,76,-3.4,3000
3,2018-04-09 09:00,8,27,1,1012.2,1011.8,,48,-2.2,3000
3,2018-04-09 12:00,12.1,32,4,1012.1,1011.7,,28,-5.7,3000
3,2018-04-09 15:00,6.8,14,5,1012.6,1012.2,,64,.4,3000
3,2018-04-09 18:00,8.3,23,2,1013.9,1013.5,,46,-2.7,3000
3,2018-04-09 21:00,2.3,0,0,1015.9,1015.5,,66,-3.3,3000
3,2018-04-10 00:00,.2,32,1,1016.3,1015.9,,82,-2.5,3000
3,2018-04-10 03:00,-.8,0,0,1015.9,1015.5,,86,-2.9,3000
3,2018-04-10 06:00,.2,32,1,1014.9,1014.5,,86,-1.9,3000
3,2018-04-10 09:00,5.6,36,1,1013.4,1013,,77,1.9,3000
3,2018-04-10 12:00,5.8,14,2,1010.2,1009.8,0,91,4.4,800
3,2018-04-10 15:00,3.9,14,5,1006,1005.6,,95,3.2,1100
3,2018-04-10 18:00,4.7,14,2,1002.9,1002.5,,97,4.2,1100
3,2018-04-10 21:00,4.9,0,0,1000.1,999.7,0,97,4.4,1100
3,2018-04-11 00:00,5.4,27,1,996.4,996,.9,95,4.7,800
3,2018-04-11 03:00,4.5,27,3,994.5,994.1,.9,95,3.8,1100
3,2018-04-11 06:00,3.7,14,5,994.1,993.7,1,97,3.2,1500
3,2018-04-11 09:00,11.3,32,8,996.1,995.7,2,55,2.5,3000
3,2018-04-11 12:00,13.6,32,11,998.6,998.2,,39,0,3000
3,2018-04-11 15:00,14.2,32,13,998.6,998.2,,19,-9,3000
3,2018-04-11 18:00,13.2,27,10,1000.2,999.8,,13,-14.4,3000
3,2018-04-11 21:00,11.1,27,6,1002.7,1002.3,,14,-15.7,3000
3,2018-04-12 00:00,8.5,27,4,1005.6,1005.2,,53,-.5,3000
3,2018-04-12 03:00,7.4,27,2,1005.6,1005.2,,54,-1.2,3000
3,2018-04-12 06:00,8.9,27,2,1004.1,1003.7,,30,-7.8,3000
3,2018-04-12 09:00,11.1,27,9,1006.5,1006.1,,43,-.9,3000
3,2018-04-12 12:00,12.3,32,10,1009.1,1008.7,,31,-4.4,3000
3,2018-04-12 15:00,12.6,32,9,1010.2,1009.8,,39,-.9,3000
3,2018-04-12 18:00,10.3,36,6,1013.2,1012.8,,47,-.5,3000
3,2018-04-12 21:00,8.7,32,7,1017.7,1017.3,,54,-.2,3000
3,2018-04-13 00:00,8.1,32,3,1020.9,1020.5,,63,1.5,3000
3,2018-04-13 03:00,7.4,32,4,1024,1023.6,,82,4.6,3000
3,2018-04-13 06:00,6,32,2,1025.6,1025.2,,70,.9,3000
3,2018-04-13 09:00,10.2,27,2,1026.7,1026.3,,62,3.2,3000
3,2018-04-13 12:00,7.4,14,5,1025.7,1025.3,,75,3.2,3000
3,2018-04-13 15:00,11.9,23,4,1024.5,1024.1,,53,2.5,3000
3,2018-04-13 18:00,8.2,23,4,1023.6,1023.2,,57,.2,3000
3,2018-04-13 21:00,6.6,18,1,1023.1,1022.7,,65,.5,3000
3,2018-04-14 00:00,5.2,18,2,1021,1020.6,,88,3.3,3000
3,2018-04-14 03:00,4.1,14,2,1018.4,1018,,93,3.1,3000
3,2018-04-14 06:00,3.7,0,0,1015.4,1015,1,97,3.2,800
3,2018-04-14 09:00,4.5,36,1,1014.2,1013.8,6,97,4,800
3,2018-04-14 12:00,5.6,18,2,1012.1,1011.7,4,94,4.7,800
3,2018-04-14 15:00,4.7,14,5,1010.1,1009.7,6,95,4,800
3,2018-04-14 18:00,3.1,14,2,1008.1,1007.7,2,93,2.1,800
3,2018-04-14 21:00,2.4,18,1,1007.8,1007.4,12,94,1.5,800
3,2018-04-15 00:00,2.4,0,0,1006.7,1006.3,2,94,1.5,2000
3,2018-04-15 03:00,2.1,0,0,1005.6,1005.2,,98,1.8,2000
3,2018-04-15 06:00,1.9,0,0,1005.2,1004.8,0,98,1.6,2000
3,2018-04-15 09:00,2.7,14,1,1005.4,1005,2,98,2.4,2000
3,2018-04-15 12:00,9,27,6,1006,1005.6,,65,2.7,2000
3,2018-04-15 15:00,9.3,32,5,1007.4,1007,,76,5.3,2000
3,2018-04-15 18:00,9.9,32,4,1009.2,1008.8,,66,3.8,2000
3,2018-04-15 21:00,8.3,32,4,1013.4,1013,,72,3.6,2000
3,2018-04-16 00:00,8,32,5,1013.6,1013.2,,68,2.5,3000
3,2018-04-16 03:00,6.3,27,3,1014.2,1013.8,,72,1.6,3000
3,2018-04-16 06:00,7.1,32,4,1015.3,1014.9,,62,.4,3000
3,2018-04-16 09:00,10.7,27,4,1017.6,1017.2,,56,2.3,3000
3,2018-04-16 12:00,14.5,32,2,1017.4,1017,,43,2.2,3000
3,2018-04-16 15:00,13.6,23,5,1016.6,1016.2,,44,1.5,3000
3,2018-04-16 18:00,10.7,27,5,1017,1016.6,,36,-3.6,3000
3,2018-04-16 21:00,5.1,0,0,1018.3,1017.9,,76,1.3,3000
3,2018-04-17 00:00,2.4,0,0,1017.8,1017.4,,86,.3,3000
3,2018-04-17 03:00,1,0,0,1017.3,1016.9,,92,-.1,3000
3,2018-04-17 06:00,-.1,0,0,1017.8,1017.4,,96,-.7,3000
3,2018-04-17 09:00,6.6,14,3,1019.1,1018.7,,85,4.3,3000
3,2018-04-17 12:00,6.6,14,5,1018.3,1017.9,,94,5.7,3000
3,2018-04-17 15:00,6,14,6,1016.3,1015.9,,97,5.6,80
3,2018-04-17 18:00,6.6,14,3,1015.5,1015.1,,95,5.9,1800
3,2018-04-17 21:00,6.8,0,0,1015.4,1015,,93,5.7,1800
3,2018-04-18 00:00,6,0,0,1015.5,1015.1,,97,5.6,1800
3,2018-04-18 03:00,5.9,0,0,1014.5,1014.1,,94,5,2000
3,2018-04-18 06:00,3.1,0,0,1014.4,1014,,94,2.3,3000
3,2018-04-18 09:00,7,14,2,1014.7,1014.3,,88,5.1,3000
3,2018-04-18 12:00,6.7,14,4,1014.1,1013.7,,93,5.6,3000
3,2018-04-18 15:00,7,14,5,1012.1,1011.7,,94,6.1,3000
3,2018-04-18 18:00,5.2,14,4,1010.5,1010.1,,97,4.7,3000
3,2018-04-18 21:00,4.5,14,3,1010.5,1010.1,,97,4,1100
3,2018-04-19 00:00,4.5,0,0,1010.6,1010.2,,97,4,1100
3,2018-04-19 03:00,4.3,14,1,1009.6,1009.2,,97,3.8,1100
3,2018-04-19 06:00,4.6,0,0,1010.1,1009.7,.6,99,4.4,800
3,2018-04-19 09:00,9.3,0,0,1010,1009.6,.8,90,7.8,3000
3,2018-04-19 12:00,7.1,14,7,,1010.3,,91,5.8,3000
3,2018-04-19 15:00,8.2,14,5,1009.3,1008.8,,88,6.4,3000
3,2018-04-19 18:00,12.4,0,0,1010.2,1009.8,,77,8.4,2500
3,2018-04-19 21:00,11.1,0,0,1013.6,1013.2,,80,7.8,3000
3,2018-04-20 00:00,10.9,32,2,1015.4,1015.3,,75,6.7,3000
3,2018-04-20 03:00,8.3,0,0,1016.8,1016.4,,88,6.4,3000
3,2018-04-20 06:00,6.2,27,1,1017.8,1017.4,,93,5.1,3000
3,2018-04-20 09:00,13.8,14,1,1019.2,1018.8,,79,10.2,3000
3,2018-04-20 12:00,12.8,14,3,1017.9,1017.5,,79,9.3,3000
3,2018-04-20 15:00,14.6,14,4,1015.4,1015,,67,8.6,3000
3,2018-04-20 18:00,10.4,14,5,1013,1012.6,,76,6.4,3000
3,2018-04-20 21:00,7.9,14,2,1012.3,1011.9,,87,5.9,3000
3,2018-04-21 00:00,5.8,0,0,1011,1010.6,,95,5.1,3000
3,2018-04-21 03:00,4.5,0,0,1010.1,1009.7,,93,3.5,3000
3,2018-04-21 06:00,2.8,0,0,1009.3,1008.9,,93,1.8,3000
3,2018-04-21 09:00,8.9,14,5,1010.3,1009.9,,90,7.3,3000
3,2018-04-21 12:00,9.1,14,7,1010.3,1009.9,,92,7.8,3000
3,2018-04-21 15:00,13.4,14,6,1010,1009.6,,75,9,3000
3,2018-04-21 18:00,16.6,14,4,1013,1012.6,,43,4,3000
3,2018-04-21 21:00,11.5,5,1,1017,1016.6,,80,8.2,3000
3,2018-04-22 00:00,14.8,36,4,1019.2,1018.8,,63,7.8,3000
3,2018-04-22 03:00,12.4,36,3,1021.1,1020.7,,58,4.3,3000
3,2018-04-22 06:00,10,32,2,1022.8,1022.4,,66,4,3000
3,2018-04-22 09:00,13.6,36,2,1025.3,1024.9,,48,2.9,3000
3,2018-04-22 12:00,12.8,14,2,1024.8,1024.4,,55,4,3000
3,2018-04-22 15:00,10.5,14,4,1023.4,1023,,56,2.1,3000
3,2018-04-22 18:00,10.1,14,2,1024.1,1023.7,,58,2.1,3000
3,2018-04-22 21:00,8.1,32,1,1025.3,1024.9,,60,.9,3000
3,2018-04-23 00:00,5.3,32,1,1026.2,1025.8,,80,2.1,3000
3,2018-04-23 03:00,5.2,32,1,1025.1,1024.7,,76,1.4,3000
3,2018-04-23 06:00,4.9,0,0,1025.3,1024.9,,77,1.3,3000
3,2018-04-23 09:00,13,5,3,1026,1025.6,,36,-1.7,3000
3,2018-04-23 12:00,10.3,14,4,1025.8,1025.4,,59,2.7,3000
3,2018-04-23 15:00,11,14,3,1025,1024.6,,58,3,3000
3,2018-04-23 18:00,10.2,14,1,1022.7,1022.3,,46,-.9,3000
3,2018-04-23 21:00,8.6,32,1,1022.7,1022.3,,54,-.2,2800
3,2018-04-24 00:00,7.7,0,0,1021.7,1021.3,,70,2.5,1800
3,2018-04-24 03:00,6.4,0,0,1020.2,1019.8,,76,2.5,3000
3,2018-04-24 06:00,6.4,32,1,1019.9,1019.1,,76,2.5,3000
3,2018-04-24 09:00,7.4,14,2,1018.6,1018.2,,88,5.5,3000
3,2018-04-24 12:00,8.5,14,4,1016.6,1016.2,,84,5.9,3000
3,2018-04-24 15:00,8.6,14,5,1016.2,1015.8,,83,5.9,3000
3,2018-04-24 18:00,8.4,14,3,1014.6,1014.2,,81,5.3,3000
3,2018-04-24 21:00,6.1,0,0,1014.7,1014.3,,88,4.2,3000
3,2018-04-25 00:00,3.6,0,0,1014.4,1014,,85,1.3,3000
3,2018-04-25 03:00,1.8,0,0,1013.5,1013.1,,89,.2,3000
3,2018-04-25 06:00,.6,0,0,1013.5,1013.1,,88,-1.1,3000
3,2018-04-25 09:00,8,14,5,1014,1013.6,,83,5.3,3000
3,2018-04-25 12:00,8.8,14,5,1014.2,1013.8,,87,6.8,3000
3,2018-04-25 15:00,9.5,14,5,1011.8,1011.4,,83,6.7,3000
3,2018-04-25 18:00,9.8,14,3,1011.3,1010.9,,75,5.6,3000
3,2018-04-25 21:00,7,0,0,1010.6,1010.2,,77,3.2,3000
3,2018-04-26 00:00,5,0,0,1009.4,1009,,84,2.5,3000
3,2018-04-26 03:00,3.8,0,0,1008.3,1007.9,,90,2.3,3000
3,2018-04-26 06:00,2.5,0,0,1007.7,1007.3,,91,1.2,3000
3,2018-04-26 09:00,9.2,14,7,1006.6,1006.2,,83,6.4,3000
3,2018-04-26 12:00,12.8,14,7,1005.2,1004.8,,85,10.3,3000
3,2018-04-26 15:00,14.2,14,2,1003.7,1003.3,,63,7.3,3000
3,2018-04-26 18:00,12.8,9,4,1002.3,1001.9,,75,8.4,3000
3,2018-04-26 21:00,9.9,0,0,1003.6,1003.2,,83,7.1,3000
3,2018-04-27 00:00,19.4,36,8,1005.6,1005.2,,36,4,3000
3,2018-04-27 03:00,14.6,36,6,1009.5,1009.1,,38,.6,3000
3,2018-04-27 06:00,10.8,32,3,1012.5,1012.1,,42,-1.7,3000
3,2018-04-27 09:00,13.7,32,3,1014.5,1014.1,,23,-7.1,3000
3,2018-04-27 12:00,17.9,36,5,1013.6,1013.2,,15,-9,3000
3,2018-04-27 15:00,8.7,14,6,1013.2,1012.8,,64,2.3,3000
3,2018-04-27 18:00,8.7,14,4,1012.4,1012,,75,4.5,3000
3,2018-04-27 21:00,6.4,32,2,1012.6,1012.2,,70,1.4,3000
3,2018-04-28 00:00,3.9,0,0,1011.8,1011.4,,85,1.6,3000
3,2018-04-28 03:00,4.1,0,0,1011.1,1010.7,,87,2.1,3000
3,2018-04-28 06:00,6.1,0,0,1009.7,1009.3,,85,3.7,3000
3,2018-04-28 09:00,8,14,5,1008.3,1007.9,,88,6.2,3000
3,2018-04-28 12:00,8.3,14,7,1006.5,1006.1,,92,7,3000
3,2018-04-28 15:00,8.7,14,6,1004.3,1003.9,,93,7.7,3000
3,2018-04-28 18:00,9,14,6,1003.2,1002.8,,92,7.7,3000
3,2018-04-28 21:00,8.1,0,0,1007,1006.4,,91,6.8,3000
3,2018-04-29 00:00,5.8,0,0,1006.7,1006.3,,95,5.1,3000
3,2018-04-29 03:00,5.3,0,0,1006.7,1006.3,,94,4.4,3000
3,2018-04-29 06:00,7.1,0,0,1006.4,1006,,85,4.8,3000
3,2018-04-29 09:00,9,14,4,1007.5,1007.1,,91,7.6,3000
3,2018-04-29 12:00,12.8,14,4,1005.6,1005.2,,73,8.1,3000
3,2018-04-29 15:00,10.9,14,7,1003.1,1002.7,,80,7.6,3000
3,2018-04-29 18:00,8.7,14,6,1001,1000.6,,93,7.7,3000
3,2018-04-29 21:00,8.4,14,3,1002.4,1002,,93,7.3,3000
3,2018-04-30 00:00,7.6,0,0,1002.4,1002,,94,6.7,3000
3,2018-04-30 03:00,8.1,0,0,1003.6,1003.2,,95,7.4,3000
3,2018-04-30 06:00,18.7,36,4,1006.4,1006,,47,7.2,3000
3,2018-04-30 09:00,18.1,32,4,1010.7,1010.3,,57,9.5,3000
3,2018-04-30 12:00,17,32,5,1013.1,1012.7,,50,6.4,3000
3,2018-04-30 15:00,21.5,5,4,1012.3,1011.9,,20,-2.2,3000
3,2018-04-30 18:00,13.6,14,3,1013.8,1013.4,,54,4.5,3000
3,2018-04-30 21:00,9.5,32,1,1016.4,1016,,64,3,3000
3,2018-05-01 00:00,7.2,27,2,1016.6,1016.2,,73,2.7,3000
3,2018-05-01 03:00,8.7,0,0,1016.6,1016.2,,75,4.6,3000
3,2018-05-01 06:00,8.5,14,1,1016.1,1015.7,,82,5.6,3000
3,2018-05-01 09:00,9.3,14,2,1018.1,1017.7,,89,7.6,3000
3,2018-05-01 12:00,10.4,14,4,1018.3,1017.9,,87,8.4,3000
3,2018-05-01 15:00,9.9,27,3,1016.9,1016.5,2,93,8.9,800
3,2018-05-01 18:00,9.3,0,0,1017.3,1016.9,3,97,8.9,800
3,2018-05-01 21:00,8.9,0,0,1017.5,1017.1,8,98,8.6,800
3,2018-05-02 00:00,8.7,14,2,1018.2,1017.8,.4,96,8.1,800
3,2018-05-02 03:00,8.3,0,0,1017.1,1016.7,2,94,7.4,800
3,2018-05-02 06:00,7.8,0,0,1016.9,1016.5,.7,97,7.4,800
3,2018-05-02 09:00,8.2,9,2,1016.2,1015.8,6,92,7,800
3,2018-05-02 12:00,7.6,9,2,1015.6,1015.2,3,94,6.7,800
3,2018-05-02 15:00,7.2,36,1,1013.2,1012.8,11,90,5.6,800
3,2018-05-02 18:00,6.6,5,2,1011.5,1011.1,8,93,5.5,800
3,2018-05-02 21:00,5.3,5,3,1010.1,1009.7,25,94,4.4,800
3,2018-05-03 00:00,4.9,32,2,1006.3,1005.9,6,95,4.2,800
3,2018-05-03 03:00,5.9,36,4,1002.8,1002.4,12,97,5.4,800
3,2018-05-03 06:00,4.7,32,6,1000.8,1000.4,8,95,4,800
3,2018-05-03 09:00,5.2,32,7,998.6,998.2,31,92,4,800
3,2018-05-03 12:00,6.6,32,7,998.3,997.9,6,90,5,800
3,2018-05-03 15:00,8.2,32,6,998.6,998.2,,74,3.8,800
3,2018-05-03 18:00,7.8,32,6,998.8,998.4,,79,4.3,800
3,2018-05-03 21:00,8.2,32,7,1000.2,999.8,0,70,3,800
3,2018-05-04 00:00,8.3,32,8,998.4,998,,68,2.7,1100
3,2018-05-04 03:00,8.3,32,6,999,998.6,,72,3.6,1100
3,2018-05-04 06:00,8.8,32,4,999.1,998.7,,68,3.2,3000
3,2018-05-04 09:00,10.4,32,4,1000.9,1000.5,,67,4.6,3000
3,2018-05-04 12:00,10.4,32,4,1002.6,1002.2,,65,4.1,3000
3,2018-05-04 15:00,12.2,32,5,1003,1002.6,,63,5.3,3000
3,2018-05-04 18:00,11.3,32,6,1005.3,1004.9,,63,4.5,2000
3,2018-05-04 21:00,9.9,32,3,1007.2,1006.8,,66,3.8,3000
3,2018-05-05 00:00,6.4,0,0,1008.4,1008,,85,4.1,3000
3,2018-05-05 03:00,5.1,0,0,1009.4,1009,,92,3.9,3000
3,2018-05-05 06:00,3.7,0,0,1009.5,1009.1,,93,2.7,3000
3,2018-05-05 09:00,9.5,14,3,1008.8,1008.4,,77,5.6,3000
3,2018-05-05 12:00,8.9,14,5,1008.3,1007.9,,85,6.5,3000
3,2018-05-05 15:00,10.5,14,4,1006.8,1006.4,,76,6.4,3000
3,2018-05-05 18:00,9.7,14,3,1006.4,1006,,77,5.8,3000
3,2018-05-05 21:00,8,14,1,1007.8,1007.4,,88,6.1,3000
3,2018-05-06 00:00,7.4,14,1,1008.6,1008.2,,92,6.2,3000
3,2018-05-06 03:00,7.5,27,1,1008.8,1008.4,,95,6.7,3000
3,2018-05-06 06:00,7,27,1,1009.5,1009.1,,94,6.1,3000
3,2018-05-06 09:00,8.1,14,1,1009.9,1009.5,,93,7,3000
3,2018-05-06 12:00,16.2,18,2,1008,1007.6,,72,11.2,3000
3,2018-05-06 15:00,13.4,23,6,1007.5,1007.1,,85,11,3000
3,2018-05-06 18:00,13.2,23,4,1007.2,1006.8,,84,10.5,3000
3,2018-05-06 21:00,8.2,14,3,1008.6,1008.2,,97,7.8,3000
